Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0062069400;1;;1;0090018000;X0;1;852480062R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;745322815R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;8201677103;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;781419006R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;781405634R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;821474009R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;766361764R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;791407225R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;776514302R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;745326954R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;781400316R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;625191617R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;745338473R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;764558590R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;764124757R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;781413811R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;656156707R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;843408889R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;763571615R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;8201677097;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;732567222R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;8201560251;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;764547307R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;765377759R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;852486287R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;8201745175;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;762428480R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;762432908R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;663606500R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;765365683R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;821164980R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;781403102R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0062069400;1;;1;0090018000;X0;1;673395980R;202208182025;P230711301;14500;2400;2800;30000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
