Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0002318600;1;;1;0090018400;184GRA1;0;231B15778R;202208191115;P231219601;13500;2440;2900;24000;0;1500;750;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002318600;1;;1;0090018400;184GRA1;0;319E62690R;202208191115;P231219601;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002318600;1;;1;0090018400;184GRB1;0;295K97921R;202208191115;P231219601;13500;2440;2900;24000;0;1500;750;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002318600;1;;1;0090018400;184GRB1;0;295J43985R;202208191115;P231219601;13500;2440;2900;24000;0;1500;750;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002706302;1;;1;0090018400;184GRB4;0;314L40702R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0011711300;2;;2;0090018400;184GRB4;0;322B27807R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002706302;1;;1;0090018400;184GRB4;0;314L48780R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002706302;1;;1;0090018400;184GRB4;0;322B02030R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002706302;1;;1;0090018400;184GRB4;0;322B43606R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0011711300;2;;2;0090018400;184GRB4;0;322303928R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002706302;1;;1;0090018400;184GRA1;0;314L29983R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0011711300;2;;2;0090018400;184GRB4;0;322307386R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002706302;1;;1;0090018400;184GRB4;0;314L35506R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0011711300;2;;2;0090018400;184GRB4;0;322505700R;202207201315;P201305201;13500;2440;2900;25500;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
