Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016100_03072022000086;11593800;;90016100;E4;110423928R;MFM---1372;41;1220;1020;1300;776,8;0;GERB--0135_1220_1020;none;2,02E+11;2,02E+11;48;1
0090016100_03072022000171;11593800;;90016100;K32;167009230R;SFDA--9762;36;1200;1000;975;462;45;GERB--1213_1200_1000;none;2,02E+11;2,02E+11;135;2
0090016100_03072022000454;11593800;;90016100;K32;132859023R;SLI---2112;12;1206;1010;841;494,82;0;GERB--0528_1206_1010;none;2,02E+11;2,02E+11;70;2
0090016100_03072022000644;11593800;;90016100;F14;8200848455;CON-S-0130;13;780;570;478;355,5;47;GERB--3195_780_570;widthwise;2,02E+11;2,02E+11;6;1
0090016100_03072022000893;11593800;;90016100;E4;8200825471;ETM---4434;12;1275;1014;840;1152;140;GERB--0051_1275_1014;none;2,02E+11;2,02E+11;27;3
0090016100_03072022001404;11593800;;90016100;E4;121001269R;ETM---4434;2;1275;1014;840;1123;140;GERB--0051_1275_1014;none;2,02E+11;2,02E+11;29;3
0090016100_03072022001496;11593800;;90016100;E4;121007180R;ETM---4434;7;1275;1014;840;1133;140;GERB--0051_1275_1014;none;2,02E+11;2,02E+11;30;3
0090016100_03072022001658;11593800;;90016100;K32;140013553R;MFM---0798;40;1200;1000;975;304,44;45;GERB--1213_1200_1000;none;2,02E+11;2,02E+11;54;100
0090016100_03072022001893;11593800;;90016100;K32;165786344R;CAR-S*2991;2;1140;980;860;180,95;0;GERB--7391_1140_980;none;2,02E+11;2,02E+11;38;100
0090016100_03072022002558;11593800;;90016100;K32;208A09116R;SFDA--9349;2;1200;1000;975;305,58;45;GERB--1213_1200_1000;none;2,02E+11;2,02E+11;97;100
